row_id,series_id,measurement_number,orientation_X,orientation_Y,orientation_Z,orientation_W,angular_velocity_X,angular_velocity_Y,angular_velocity_Z,linear_acceleration_X,linear_acceleration_Y,linear_acceleration_Z
334_21,334,21,0.22255,0.9632,0.14826,0.027119,-0.035783999999999996,0.031497000000000004,-0.10787999999999999,-0.57755,2.5813,-9.4389
334_22,334,22,0.2224,0.9632299999999999,0.1483,0.027107999999999997,-0.033202999999999996,0.036927999999999996,-0.10761,-0.39089,2.888,-9.1591
334_23,334,23,0.22227,0.96325,0.14836,0.027093,-0.040396,0.037895,-0.10305,-0.28425,3.4043,-8.7581
334_24,334,24,0.22213000000000002,0.9632700000000001,0.14844000000000002,0.027075,-0.057942999999999995,0.044575,-0.10469,-0.26547,3.4237,-8.8144
334_25,334,25,0.222,0.96329,0.14851,0.027054,-0.053296,0.045469,-0.10403,0.045961,3.2214,-9.148
334_26,334,26,0.22186,0.9633200000000001,0.14854,0.027052,-0.041218,0.049065,-0.10397999999999999,0.062275,3.4272,-9.0125
334_27,334,27,0.22171999999999997,0.96334,0.14859,0.027025999999999998,-0.030558999999999996,0.045471,-0.10912999999999999,0.27548,3.7366,-8.7273
334_28,334,28,0.22158000000000003,0.9633700000000001,0.14862999999999998,0.027001999999999998,-0.029182,0.043914,-0.11238,0.34856,3.782,-8.627
334_29,334,29,0.22143000000000002,0.9634,0.14869000000000002,0.026981,-0.042292,0.044712,-0.11703,0.45123,3.9516,-8.9239
334_30,334,30,0.22128,0.96342,0.14877,0.026965,-0.043927,0.053273,-0.12278,0.6048,3.9389,-9.606
334_31,334,31,0.22113000000000002,0.96345,0.14882,0.026945999999999998,-0.035414,0.041933,-0.11972000000000001,0.42256000000000005,3.7121,-10.350999999999999
334_32,334,32,0.22098,0.9634799999999999,0.14883,0.026931999999999998,-0.008252299999999999,0.03228,-0.11682999999999999,0.5848800000000001,3.8852,-10.427999999999999
334_33,334,33,0.22083000000000003,0.9635100000000001,0.14883,0.026910000000000003,0.0070736,0.034964,-0.11834000000000001,0.51526,4.0068,-9.874
334_34,334,34,0.22068000000000002,0.96354,0.14889000000000002,0.026899,0.0014737,0.039835,-0.12270999999999999,0.49942,3.992,-9.1459
334_35,334,35,0.22053000000000003,0.96357,0.14891,0.026883999999999998,-0.007061700000000001,0.032577999999999996,-0.11912,0.33628,3.8224,-8.686
334_36,334,36,0.22038000000000002,0.9636,0.14892,0.026872000000000004,-0.009499500000000001,0.029962,-0.11699000000000001,0.49665,3.7715,-8.556000000000001
334_37,334,37,0.22024000000000002,0.9636299999999999,0.14894000000000002,0.026853,-0.013743,0.036211,-0.11242,0.40679,3.8553,-8.5213
334_38,334,38,0.2201,0.96367,0.14894000000000002,0.026851,-0.015645,0.030524000000000003,-0.1079,0.32909,3.9569,-8.7152
334_39,334,39,0.21996999999999997,0.9636899999999999,0.14895,0.026844999999999997,-0.0039995,0.021808,-0.10437,0.17958,3.7424,-9.0877
334_40,334,40,0.21985,0.96372,0.14895,0.026841000000000004,0.0017582999999999998,0.019069,-0.10092000000000001,0.031596,4.0407,-9.258
334_41,334,41,0.21971999999999997,0.96375,0.14895999999999998,0.026817,-0.0078857,0.036076,-0.09755,0.36295,3.9179,-9.5804
334_42,334,42,0.21959,0.96378,0.14898,0.026818,-0.004448,0.029238999999999998,-0.092651,-0.14132999999999998,3.7157,-9.58
334_43,334,43,0.21948,0.9638,0.14899,0.026813999999999998,-0.0074983,0.019445,-0.090238,0.10843,4.0071,-9.5341
334_44,334,44,0.21936999999999998,0.96383,0.14899,0.026802999999999997,0.0034436999999999996,0.020850999999999998,-0.083649,0.0020898,3.9921,-9.7973
334_45,334,45,0.21925999999999998,0.96385,0.14897,0.026779,0.01675,0.029932999999999998,-0.090425,-0.14295,3.8987,-9.8548
334_46,334,46,0.21914,0.96388,0.14898,0.026758999999999998,0.024828,0.036663,-0.088283,-0.0348,4.1298,-9.5901
334_47,334,47,0.21903000000000003,0.96391,0.14895999999999998,0.026751,0.011623,0.01854,-0.092489,-0.16679000000000002,4.0465,-9.6894
334_48,334,48,0.21891,0.96394,0.14895,0.026732,0.014749000000000002,0.02632,-0.09098400000000001,0.14327,3.8514,-9.9138
334_49,334,49,0.21879,0.9639700000000001,0.14893,0.0267,0.024089,0.035466000000000004,-0.09533,0.029318,3.8761,-9.7351
334_50,334,50,0.21868,0.9640000000000001,0.1489,0.026685000000000004,0.031287999999999996,0.038812,-0.1002,0.2665,3.8691,-9.3208
334_51,334,51,0.21855,0.96404,0.14886,0.026652999999999996,0.042059,0.033359,-0.10273,0.11804,3.6706,-8.7717
334_52,334,52,0.21841999999999998,0.9640799999999999,0.1488,0.02663,0.045696,0.024511,-0.10514000000000001,0.23512,3.5776,-8.2636
334_53,334,53,0.21828000000000003,0.96411,0.14877,0.0266,0.033270999999999995,0.033985,-0.10687,0.11223,3.5426,-8.1561
334_54,334,54,0.21816,0.96414,0.14877,0.02658,0.015667,0.040404,-0.11199,0.012921,3.4337,-8.3831
334_55,334,55,0.21802,0.9641799999999999,0.14875,0.02655,0.020908000000000003,0.036938,-0.10853,0.12107000000000001,3.3716,-8.9815
334_56,334,56,0.21788000000000002,0.96421,0.14872,0.026523,0.029749,0.032445999999999996,-0.11120999999999999,-0.015511000000000002,3.3098,-9.482999999999999
334_57,334,57,0.21775,0.96425,0.14867,0.026493,0.04437,0.031795,-0.1087,0.17840999999999999,3.0805,-9.7394
334_58,334,58,0.21761999999999998,0.96429,0.14862,0.026470999999999998,0.053944000000000006,0.034553,-0.10885,0.092251,2.8706,-9.6057
334_59,334,59,0.21749000000000002,0.9643299999999999,0.14857,0.026435000000000004,0.047989,0.034253,-0.10047,0.34303,2.8855,-9.3778
334_60,334,60,0.21736999999999998,0.96436,0.14855,0.026410000000000003,0.02331,0.031150999999999998,-0.10144,0.39838,2.7806,-9.4533
334_61,334,61,0.21725,0.96439,0.14853,0.026381,0.018987,0.033993999999999996,-0.094326,0.20894000000000001,2.5729,-9.8573
334_62,334,62,0.21713000000000002,0.9644299999999999,0.14845999999999998,0.026363,0.032105,0.031339,-0.085503,0.31871,2.3419,-10.158999999999999
334_63,334,63,0.21702,0.96446,0.1484,0.026331999999999998,0.055099,0.026432,-0.086987,-0.064243,2.1296,-9.9727
334_64,334,64,0.21691999999999997,0.96449,0.14834,0.026300999999999998,0.054064,0.026722000000000003,-0.082314,0.15750999999999998,2.2357,-9.3986
334_65,334,65,0.21681999999999998,0.96452,0.1483,0.026269,0.034112,0.030924,-0.080734,0.008266299999999999,2.2841,-8.9593
334_66,334,66,0.21670999999999999,0.96454,0.14832,0.026268,0.00066757,0.026208,-0.07457000000000001,0.047570999999999995,2.2271,-9.1633
334_67,334,67,0.21661999999999998,0.96457,0.14833,0.026255,-0.0010163,0.022529,-0.073409,0.12993,1.9692,-9.8092
334_68,334,68,0.21652,0.96459,0.14831,0.026227999999999998,0.019604,0.02922,-0.074647,0.054465,1.6362,-10.11
334_69,334,69,0.21643,0.96462,0.14826,0.026208,0.041832,0.01929,-0.077437,0.092072,1.8967,-9.3682
334_70,334,70,0.21633000000000002,0.9646399999999999,0.14824,0.026186,0.025113999999999997,0.025675999999999997,-0.07582,0.020343,2.1176,-8.5688
334_71,334,71,0.21623,0.96467,0.14825,0.026175999999999998,-0.0019073,0.02099,-0.077912,-0.02938,1.8459999999999999,-8.5392
334_72,334,72,0.21611999999999998,0.9646899999999999,0.14828,0.026156,-0.019218,0.034069,-0.085145,0.03992,1.8141,-9.0415
334_73,334,73,0.21600999999999998,0.9647100000000001,0.14831,0.026133999999999998,-0.017746,0.036475,-0.092036,0.079178,1.6431,-9.6881
334_74,334,74,0.21591999999999997,0.9647399999999999,0.14824,0.026131,-0.0028445999999999996,0.029963,-0.090334,0.11978,1.8575,-9.7877
334_75,334,75,0.2158,0.9647700000000001,0.14823,0.026114,0.0056042999999999996,0.026722000000000003,-0.092915,0.15177000000000002,2.0625,-9.5272
334_76,334,76,0.21568,0.9647899999999999,0.14823,0.026095999999999998,0.0043556,0.029077,-0.096028,-0.077169,2.0427,-9.2161
334_77,334,77,0.21556,0.9648200000000001,0.14825,0.026087,-0.013213999999999998,0.025168,-0.098854,-0.26836,2.0493,-9.169
334_78,334,78,0.21544000000000002,0.9648399999999999,0.14831,0.026073000000000002,-0.035009,0.034593,-0.10132999999999999,-0.3342,2.2265,-9.357000000000001
334_79,334,79,0.2153,0.96486,0.14837,0.026060000000000003,-0.043313,0.037134,-0.10422999999999999,-0.29081999999999997,2.2665,-9.8194
334_80,334,80,0.21516999999999997,0.96488,0.14841,0.026037,-0.029254000000000002,0.041813,-0.1055,0.14092000000000002,2.3503,-10.078
334_81,334,81,0.21504,0.96491,0.14844000000000002,0.026017000000000002,-0.021593,0.036591000000000005,-0.099187,0.30221,2.4252,-10.076
334_82,334,82,0.21493,0.96493,0.14845,0.026031,-0.015309,0.026137,-0.093547,0.28626,2.3178,-9.9352
334_83,334,83,0.21481,0.96495,0.14847,0.026027999999999996,-0.018963,0.0209,-0.090866,0.20747,2.4936,-9.6146
334_84,334,84,0.2147,0.9649700000000001,0.14852,0.026019999999999998,-0.036924,0.029257,-0.092895,0.042786000000000005,2.7794,-9.3367
334_85,334,85,0.21458000000000002,0.96499,0.14859,0.026012,-0.049189,0.031255,-0.088929,-0.19633,3.0379,-9.2417
334_86,334,86,0.21445999999999998,0.96501,0.1486,0.026012,-0.039978,0.023228,-0.085628,-0.30778,2.9095,-9.4466
334_87,334,87,0.21435,0.9650299999999999,0.14862999999999998,0.026008999999999997,-0.015616,0.019453,-0.087926,-0.27457,2.8977,-9.3035
334_88,334,88,0.21425,0.96505,0.14864000000000002,0.025987,-0.0050873,0.031599,-0.07861900000000001,-0.13925,3.1722,-8.5442
334_89,334,89,0.21415,0.9650700000000001,0.14868,0.025960000000000004,-0.027619,0.040036,-0.077054,0.057902999999999996,3.4207,-7.9807
334_90,334,90,0.21404,0.9650799999999999,0.14877,0.025979000000000002,-0.05248,0.034134,-0.0742,0.15725,3.6085,-8.008
334_91,334,91,0.21394000000000002,0.96509,0.14885,0.025976999999999997,-0.067173,0.027917,-0.0771,0.36815,3.6113,-8.7174
334_92,334,92,0.21384,0.9651,0.14892,0.025972000000000002,-0.048852,0.027868,-0.081977,0.24034,3.4717,-9.4246
334_93,334,93,0.21373000000000003,0.9651200000000001,0.14893,0.025963,-0.0088245,0.022203,-0.081688,0.076266,3.6808,-9.384
334_94,334,94,0.21364,0.96514,0.14895999999999998,0.025949,-0.0023215999999999996,0.021240000000000002,-0.082611,-0.011482,4.0016,-8.8955
334_95,334,95,0.21353000000000003,0.96516,0.14899,0.025937,-0.022502,0.028439,-0.085534,-0.11785999999999999,4.1287,-8.7106
334_96,334,96,0.21341,0.9651799999999999,0.14905,0.02592,-0.043795,0.037242000000000004,-0.086671,0.14018,4.2553,-9.0417
334_97,334,97,0.2133,0.96519,0.14911,0.025892000000000002,-0.03825,0.045399,-0.089948,0.052039,3.9627,-9.8827
334_98,334,98,0.2132,0.9652200000000001,0.14908,0.025912,-0.008288,0.026247000000000003,-0.0921,0.10828,4.0246,-10.26
334_99,334,99,0.21309,0.96525,0.14906,0.025892000000000002,0.019806999999999998,0.025697,-0.090377,0.26079,4.1993,-10.015
334_100,334,100,0.21297,0.9652799999999999,0.14904,0.025863999999999998,0.022502,0.033636,-0.09546900000000001,0.2993,4.2908,-9.2743
334_101,334,101,0.21285,0.96531,0.14903,0.025842,0.0070483,0.030295999999999997,-0.092512,0.28868,4.1245,-8.91
334_102,334,102,0.21273000000000003,0.9653200000000001,0.1491,0.025844,-0.0088856,0.021958000000000002,-0.099389,0.32668,3.9939,-8.991
334_103,334,103,0.2126,0.96535,0.14912,0.025829,-0.011647,0.030239,-0.09730499999999999,0.23073000000000002,3.8478,-9.4798
334_104,334,104,0.21248000000000003,0.9653799999999999,0.14911,0.025809,0.012051000000000001,0.029339999999999998,-0.098902,0.18254,3.7213,-9.9069
334_105,334,105,0.21236,0.96541,0.14908,0.025776999999999998,0.032865,0.034533,-0.099333,0.2159,3.674,-9.6851
334_106,334,106,0.21225,0.96544,0.14906,0.025771,0.038344,0.030883999999999998,-0.096318,0.16933,3.6582,-9.0386
334_107,334,107,0.21213,0.96547,0.14904,0.02575,0.02567,0.026545,-0.090714,0.38709,3.5076,-8.6226
334_108,334,108,0.21202,0.96549,0.14903,0.025729000000000002,0.009958400000000001,0.028393,-0.087756,0.28098,3.3255,-8.5806
334_109,334,109,0.21191,0.96552,0.14904,0.025710000000000004,-0.0051007,0.030498,-0.090273,0.27971999999999997,3.3699,-8.7485
334_110,334,110,0.2118,0.96555,0.14898,0.025704,0.0090435,0.016758000000000002,-0.08655,0.046178,3.4058,-9.1128
334_111,334,111,0.21169000000000002,0.9655799999999999,0.14897,0.025693999999999998,0.016332,0.018157,-0.085421,-0.12392,3.3442,-9.4828
334_112,334,112,0.21159,0.9656,0.14894000000000002,0.025677999999999996,0.02597,0.019665000000000002,-0.07858,-0.067424,3.3021,-9.5751
334_113,334,113,0.2115,0.9656299999999999,0.14891,0.025654000000000003,0.02529,0.026423000000000002,-0.076362,-0.24896,3.1889999999999996,-9.3251
334_114,334,114,0.21139000000000002,0.96565,0.14893,0.025662,0.014105000000000001,0.018139,-0.075714,-0.12197000000000001,3.3506,-9.0648
334_115,334,115,0.21131,0.96567,0.14893,0.025641000000000004,0.0088692,0.025408,-0.066549,-0.12733,3.4497,-9.2126
334_116,334,116,0.21122,0.9656899999999999,0.14893,0.025622000000000002,0.0034094,0.025885000000000002,-0.07103200000000001,-0.195,3.2043,-9.6903
334_117,334,117,0.21111999999999997,0.9657100000000001,0.14891,0.025588999999999997,0.018777000000000002,0.035149,-0.073229,-0.008996200000000001,3.2415,-9.8528
334_118,334,118,0.21103000000000002,0.9657399999999999,0.14886,0.025572,0.037993,0.03646,-0.07614,0.044267,3.2232,-9.7202
334_119,334,119,0.21094000000000002,0.96577,0.1488,0.025544999999999998,0.047085,0.023396,-0.074185,-0.11269000000000001,3.1871,-9.3434
334_120,334,120,0.21084,0.9658,0.14878,0.025519,0.028232999999999998,0.027839999999999997,-0.078151,0.074326,3.4147,-9.0536
334_121,334,121,0.21074,0.9658200000000001,0.14878,0.025485,0.006727899999999999,0.038579,-0.07969,0.19575,3.2441,-9.2675
334_122,334,122,0.21064000000000002,0.96585,0.14875,0.025469,0.012609,0.036149,-0.091167,0.16421,2.9182,-9.5499
334_123,334,123,0.21051999999999998,0.96588,0.14870999999999998,0.025448,0.030503,0.024176,-0.09121699999999999,0.25128,2.8367,-9.5623
334_124,334,124,0.21040999999999999,0.96591,0.14867,0.025435,0.040326999999999995,0.01674,-0.094424,0.20059000000000002,2.7754,-9.5076
334_125,334,125,0.21028000000000002,0.9659399999999999,0.14862999999999998,0.025411000000000003,0.034618,0.028183,-0.10177,0.13341,2.7893,-9.2552
334_126,334,126,0.21016999999999997,0.96596,0.14865,0.025389,0.020091,0.034256,-0.10782,-0.09504299999999999,2.7182,-9.0772
334_127,334,127,0.21005,0.96599,0.14864000000000002,0.025386000000000002,0.008867700000000001,0.016108,-0.10397,-0.18517,2.3882,-9.5582
852_0,852,0,0.84572,-0.5128199999999999,-0.069199,0.13030999999999998,-0.025554,-0.037551,0.057933000000000005,0.48073999999999995,3.0808,-8.4769
852_1,852,1,0.8456899999999999,-0.51286,-0.069229,0.13038,-0.043914,0.0050545,0.030398,0.81619,3.3742,-8.9605
852_2,852,2,0.84567,-0.51286,-0.06918400000000001,0.13049000000000002,-0.053230999999999994,0.07176,0.016819,1.3899,3.1179,-9.7475
852_3,852,3,0.84567,-0.51286,-0.069164,0.13053,-0.019455,0.029197000000000004,0.011392,0.7720899999999999,3.7445,-9.1814
852_4,852,4,0.84565,-0.5129,-0.069214,0.13047,0.015544999999999998,-0.059791,0.021768,0.84965,4.3781,-8.9298
852_5,852,5,0.8456100000000001,-0.51295,-0.069231,0.13049000000000002,0.020516999999999997,-0.025178,0.011559999999999999,0.55106,3.5608,-10.189
852_6,852,6,0.84562,-0.51293,-0.06917899999999999,0.13055,-0.014431999999999999,0.058649,-0.0080094,0.6994600000000001,4.8452,-8.9644
852_7,852,7,0.8456299999999999,-0.5129,-0.069131,0.13063,-0.038306,0.070922,-0.013397999999999998,1.1164,3.8445,-8.9395
852_8,852,8,0.84562,-0.5129199999999999,-0.069158,0.13061,0.0048727,-0.029872000000000003,0.010449,1.1375,3.5487,-9.4928
852_9,852,9,0.8456100000000001,-0.5129600000000001,-0.06923,0.13047,0.052704999999999995,-0.072245,0.0091001,1.1771,3.7693,-9.933
852_10,852,10,0.8456100000000001,-0.51298,-0.069195,0.13042,0.053301,-0.00097454,0.010881,1.1873,4.1289,-9.1376
852_11,852,11,0.84562,-0.51297,-0.069146,0.1304,0.032222,0.027741000000000002,-0.002791,-0.058525,3.6317,-7.601
852_12,852,12,0.8456,-0.5130100000000001,-0.069148,0.13037,0.017504,-0.01722,0.029952999999999997,1.2789,3.0987,-7.9211
852_13,852,13,0.84559,-0.5130399999999999,-0.069233,0.13033,0.0102,-0.060077,0.033128,-0.11105999999999999,2.0492,-9.3857
852_14,852,14,0.84557,-0.51308,-0.069219,0.13028,0.03536,-0.014058000000000001,0.034538,1.8658,4.1366,-9.0129
852_15,852,15,0.84555,-0.51312,-0.069165,0.13030999999999998,0.0034735,0.042255,0.043413,1.4140000000000001,2.9632,-9.6213
852_16,852,16,0.84551,-0.51317,-0.069204,0.13027,0.011766,-0.050661000000000005,0.044848,0.32313000000000003,2.7517,-9.5719
852_17,852,17,0.8454799999999999,-0.51326,-0.069254,0.13016,0.04684,-0.11437,0.074172,0.4944,1.7951,-10.917
852_18,852,18,0.84544,-0.5133300000000001,-0.06926,0.13007,0.05822000000000001,-0.050615,0.062439999999999996,-0.43945,1.7359,-10.982000000000001
852_19,852,19,0.8454200000000001,-0.51339,-0.069174,0.13007,0.041787,0.047286,0.055286,0.5249699999999999,3.2710000000000004,-8.4532
852_20,852,20,0.8453700000000001,-0.51345,-0.069175,0.13009,-0.019036,0.0017062000000000002,0.062527,-0.35167,2.3518,-8.1468
852_21,852,21,0.8453200000000001,-0.51353,-0.06934,0.13001,-0.043024,-0.097276,0.069897,1.1671,1.0974,-10.081
852_22,852,22,0.8452700000000001,-0.51363,-0.069398,0.12994,0.021230000000000002,-0.07876799999999999,0.076024,-0.0080255,0.7982,-11.257
852_23,852,23,0.84526,-0.51367,-0.06936,0.12988,0.055483000000000005,-0.0034928000000000003,0.033764999999999996,-0.14703,1.4463,-9.8819
852_24,852,24,0.8452299999999999,-0.51372,-0.069328,0.12986,0.031534,0.0042081,0.04701,-0.17728,2.6577,-7.6568
852_25,852,25,0.8451700000000001,-0.51379,-0.069469,0.12992,-0.050381999999999996,-0.070789,0.043003,-0.9255399999999999,2.8087,-7.7208
852_26,852,26,0.8451299999999999,-0.51383,-0.069583,0.12999000000000002,-0.094189,-0.057377,0.040050999999999996,-0.48686,1.8123,-10.027999999999999
852_27,852,27,0.8451200000000001,-0.51383,-0.069563,0.13005,-0.037502,0.040652,0.010149,-0.28452,1.6927,-11.022
852_28,852,28,0.8451200000000001,-0.51384,-0.069498,0.13005,0.030683999999999996,0.041468,0.007996,-0.49817,2.0867,-9.9421
852_29,852,29,0.8450799999999999,-0.5139100000000001,-0.069587,0.12997,0.017877,-0.05874,0.012389,-0.14814000000000002,3.4437,-8.395
852_30,852,30,0.8450700000000001,-0.5139199999999999,-0.06966699999999999,0.12996,-0.029664999999999997,-0.057405,0.0025406,-0.1027,2.9807,-8.7005
852_31,852,31,0.8450700000000001,-0.5139,-0.069675,0.13005999999999998,-0.070022,0.035925,-0.0076771,-0.33597,2.7808,-10.311
852_32,852,32,0.8450700000000001,-0.51388,-0.06964400000000001,0.13011,-0.022383,0.043595999999999996,-0.0044033,-1.3788,2.4014,-10.659
852_33,852,33,0.84506,-0.5139199999999999,-0.069659,0.13001,0.0099823,-0.046225,0.010003,-1.3357,2.8458,-10.311
852_34,852,34,0.84505,-0.51394,-0.069711,0.12999000000000002,-0.0072479,-0.046745999999999996,0.015141,-1.2591,4.0760000000000005,-9.4776
852_35,852,35,0.84505,-0.51395,-0.069648,0.13,0.014359,0.048085,0.014375,-0.88185,3.7978,-9.156
852_36,852,36,0.84504,-0.5139600000000001,-0.069563,0.13003,0.01944,0.066087,0.019275,-0.9528,2.6213,-8.5022
852_37,852,37,0.8450200000000001,-0.51399,-0.069625,0.13004000000000002,0.0088632,-0.012147,0.045225,-0.44469,3.1711,-7.3668
852_38,852,38,0.84498,-0.5140600000000001,-0.06965700000000001,0.13003,-0.005762300000000001,-0.03567,0.057990999999999994,0.10697999999999999,3.3329,-7.6763
852_39,852,39,0.8449399999999999,-0.5141,-0.069634,0.13008,-0.030854000000000003,0.033202999999999996,0.048284,-0.2023,3.3276,-8.4773
852_40,852,40,0.84491,-0.51413,-0.06957200000000001,0.13018,-0.043239,0.078063,0.047381,0.85531,3.5464,-9.1629
852_41,852,41,0.8448899999999999,-0.5141899999999999,-0.06955499999999999,0.13011,-0.003919,-0.0072315,0.07568,-0.23131999999999997,2.5089,-10.261
852_42,852,42,0.84483,-0.5143,-0.06959299999999999,0.13003,0.039753,-0.07321799999999999,0.086664,0.030991,2.3318,-11.210999999999999
852_43,852,43,0.8447899999999999,-0.5143800000000001,-0.069531,0.13,0.043255,0.021185,0.07464900000000001,1.1054,2.7465,-10.613
852_44,852,44,0.8447600000000001,-0.51444,-0.06943400000000001,0.13007,-0.003998,0.0835,0.067201,0.17217000000000002,2.3757,-9.1397
852_45,852,45,0.8447100000000001,-0.51449,-0.069491,0.13015,-0.043452,0.0015452999999999999,0.072491,1.6648,4.3479,-7.5101
852_46,852,46,0.84464,-0.51459,-0.06957999999999999,0.13017,-0.052024,-0.06635,0.09249,1.1746,2.4597,-10.502
852_47,852,47,0.8446,-0.51465,-0.069582,0.13013,0.027329000000000003,-0.027387,0.054537999999999996,1.8945,1.6785,-12.071
852_48,852,48,0.84459,-0.51471,-0.06947300000000001,0.13007,0.087851,0.041727999999999994,0.052069000000000004,1.7524,2.1653,-10.185
852_49,852,49,0.84454,-0.51476,-0.069511,0.13013,0.036635,-0.044625,0.037663999999999996,0.5216,3.6016,-7.1955
852_50,852,50,0.8445,-0.5148199999999999,-0.069621,0.13013,-0.046517,-0.082688,0.046349,1.8125,2.4101,-8.3183
852_51,852,51,0.84447,-0.51485,-0.06968300000000001,0.13019,-0.067924,-0.022003,0.027558,0.30027,2.4093,-9.8279
852_52,852,52,0.84446,-0.51484,-0.069677,0.13026,-0.050101,0.036384,0.0026494,1.0452,2.2252,-11.009
852_53,852,53,0.84444,-0.51494,-0.06958099999999999,0.13008,0.028506999999999998,-0.020248,0.029595,-0.19014,1.9948,-9.7807
852_54,852,54,0.8444299999999999,-0.51498,-0.069642,0.12994,0.068951,-0.10217000000000001,0.010291,-0.16222,2.5299,-8.2256
852_55,852,55,0.8444200000000001,-0.515,-0.069643,0.12992,0.011253,-0.0108,0.022134,1.6823,3.245,-8.0626
852_56,852,56,0.84441,-0.51499,-0.069664,0.13001,-0.070268,0.022596,0.00095814,-1.5592,2.3827,-8.4045
852_57,852,57,0.8443799999999999,-0.515,-0.069745,0.13011,-0.11944,-0.024205,0.013156000000000001,0.92265,3.8218,-9.3589
852_58,852,58,0.84434,-0.5150600000000001,-0.069832,0.13011,-0.038376,-0.066464,0.045326,-1.7180000000000002,2.3965,-11.558
852_59,852,59,0.8443299999999999,-0.5151,-0.06984,0.13,0.07585,-0.058089,0.027016000000000002,-1.1362,2.6954,-11.728
852_60,852,60,0.84431,-0.5151600000000001,-0.069754,0.12994,0.07581900000000001,0.027444999999999997,0.052327,-0.48578999999999994,4.4854,-8.8825
852_61,852,61,0.84429,-0.51513,-0.069874,0.13012,-0.027752999999999996,0.0068173,0.040197000000000004,-2.1308,4.0572,-7.2692
852_62,852,62,0.8442200000000001,-0.5152100000000001,-0.06995900000000001,0.13022,-0.10432000000000001,-0.028913,0.076701,0.30916,4.0482,-8.0385
852_63,852,63,0.84416,-0.51527,-0.070012,0.13032,-0.097814,-0.00049025,0.066535,-1.2372,3.1501,-11.059000000000001
852_64,852,64,0.8441200000000001,-0.5153399999999999,-0.069961,0.13032,0.023571,0.02306,0.068891,0.43216000000000004,2.9701,-12.198
852_65,852,65,0.8441,-0.51543,-0.069862,0.13015,0.10702,-0.010818000000000001,0.090852,-1.3215,4.4737,-8.8129
