row_id,series_id,measurement_number,orientation_X,orientation_Y,orientation_Z,orientation_W,angular_velocity_X,angular_velocity_Y,angular_velocity_Z,linear_acceleration_X,linear_acceleration_Y,linear_acceleration_Z
26_29,26,29,-0.81543,-0.56006,-0.089244,-0.11594000000000002,-0.006653399999999999,-0.081359,0.13752999999999999,0.45705,4.6078,-8.5276
26_30,26,30,-0.81553,-0.55992,-0.089201,-0.11598,-0.009787100000000002,-0.067975,0.13501,0.4856,4.1171,-9.1687
26_31,26,31,-0.81562,-0.55978,-0.089165,-0.11599000000000001,0.0060573,-0.048912,0.12495,0.21477,4.0002,-9.0425
26_32,26,32,-0.81572,-0.55965,-0.08911799999999999,-0.11600999999999999,0.007134699999999999,-0.059091,0.12639,0.16046,4.386,-8.7808
26_33,26,33,-0.81583,-0.55947,-0.089049,-0.11607999999999999,0.001578,-0.087893,0.12453,-0.33011999999999997,4.2309,-9.2807
26_34,26,34,-0.81593,-0.55934,-0.088988,-0.11610999999999999,0.0074223,-0.07295499999999999,0.1227,-0.032543,4.2469,-9.7508
26_35,26,35,-0.81602,-0.5592199999999999,-0.08893,-0.1161,0.034165,-0.048915,0.11202999999999999,-0.66064,3.7145,-9.895
26_36,26,36,-0.81611,-0.55911,-0.088862,-0.11607999999999999,0.044206999999999996,-0.052051,0.11019000000000001,-0.40647,3.7553,-9.3975
26_37,26,37,-0.81622,-0.55894,-0.08879400000000001,-0.11614000000000001,0.033255,-0.07312300000000001,0.12448,-0.81215,3.7666,-9.0575
26_38,26,38,-0.8163100000000001,-0.55881,-0.08872999999999999,-0.11615,0.015679,-0.06813,0.11429,-0.70829,3.7016,-9.4153
26_39,26,39,-0.8164,-0.5586800000000001,-0.088706,-0.11615999999999999,0.0064835,-0.035849,0.12197999999999999,-0.86992,3.6078,-9.7593
26_40,26,40,-0.8165,-0.55855,-0.088667,-0.11615,0.025374,-0.038879000000000004,0.12652,-1.2157,2.9808,-10.125
26_41,26,41,-0.8166100000000001,-0.5584100000000001,-0.088561,-0.11610999999999999,0.055072,-0.047854,0.13432,-0.61973,3.1534,-9.7414
26_42,26,42,-0.81672,-0.5582699999999999,-0.088501,-0.11607,0.053502999999999995,-0.041845,0.13964000000000001,-0.83249,3.0408,-9.214
26_43,26,43,-0.8168300000000001,-0.55813,-0.088465,-0.11603,0.039668,-0.027712,0.13928,-0.45507,3.0802,-8.7478
26_44,26,44,-0.81693,-0.55797,-0.088452,-0.11602,0.011812000000000001,-0.025956,0.14807,-0.56094,2.8887,-8.8742
26_45,26,45,-0.81704,-0.55783,-0.088396,-0.11604,0.0030562,-0.039083,0.14478,-0.53779,2.6365,-9.427999999999999
26_46,26,46,-0.81715,-0.55766,-0.088362,-0.11602,0.026733,-0.036930000000000004,0.15687,-0.15525,2.3934,-9.8697
26_47,26,47,-0.8172699999999999,-0.5575100000000001,-0.088326,-0.11599000000000001,0.035009,-0.032639999999999995,0.15247,-0.42552,2.6707,-9.4672
26_48,26,48,-0.81739,-0.55734,-0.088291,-0.11597,0.029112,-0.037857999999999996,0.16043,-0.20023,2.9401,-9.0074
26_49,26,49,-0.8175,-0.5571699999999999,-0.08828,-0.11599999999999999,0.0057936,-0.041364,0.15828,-0.33986,2.5564,-9.3179
26_50,26,50,-0.81762,-0.557,-0.088268,-0.11600999999999999,-0.0023112,-0.036159,0.162,-0.29375999999999997,2.5526,-9.6728
26_51,26,51,-0.8177399999999999,-0.55683,-0.088255,-0.11600999999999999,0.0019475999999999999,-0.034697000000000006,0.16146,-0.40228,2.4375,-10.016
26_52,26,52,-0.81785,-0.55666,-0.088237,-0.11599999999999999,0.015837,-0.029093,0.16034,-0.39005,2.7277,-10.031
26_53,26,53,-0.81799,-0.55648,-0.088189,-0.11599000000000001,0.016356,-0.031684,0.16297999999999999,-0.4054,2.5241,-9.9374
26_54,26,54,-0.8181,-0.55632,-0.088172,-0.11597,0.018549,-0.026686,0.15782000000000002,-0.31701,2.4459,-9.8288
26_55,26,55,-0.81821,-0.55615,-0.088174,-0.11595,0.013392,-0.011948,0.15950999999999999,0.083866,2.6181,-9.3366
26_56,26,56,-0.81833,-0.55599,-0.088176,-0.11594000000000002,0.000301,-0.019503,0.15615,-0.36698000000000003,2.3133,-9.162
26_57,26,57,-0.81845,-0.55581,-0.088131,-0.11595,0.0036417999999999997,-0.034134,0.15389,0.052033,2.4112,-9.1476
26_58,26,58,-0.8185600000000001,-0.55566,-0.088125,-0.11594000000000002,0.0064448000000000005,-0.022359,0.14598,-0.13359000000000001,2.6624,-8.9528
26_59,26,59,-0.81865,-0.5555100000000001,-0.088134,-0.11594000000000002,-0.0023678,-0.011718000000000001,0.13729,0.20205,2.3375,-9.0414
26_60,26,60,-0.81875,-0.55537,-0.088128,-0.11592999999999999,0.00882,-0.020059999999999998,0.1375,-0.14300000000000002,2.2797,-8.8005
26_61,26,61,-0.81887,-0.55519,-0.08810499999999999,-0.11595,0.002791,-0.038174,0.13105999999999998,-0.185,2.3654,-8.7815
26_62,26,62,-0.81897,-0.55505,-0.088101,-0.11596,-0.0029668000000000003,-0.024655,0.13327999999999998,0.14837,2.5906,-8.7964
26_63,26,63,-0.81906,-0.55492,-0.088118,-0.11597,-0.017978,-0.014305000000000002,0.1299,-0.33329000000000003,2.4663,-8.9071
26_64,26,64,-0.81915,-0.55478,-0.088138,-0.11599000000000001,-0.023255,-0.014609,0.13129000000000002,0.38664,2.6951,-9.2619
26_65,26,65,-0.81926,-0.55461,-0.088099,-0.11599000000000001,-0.012429,-0.03015,0.13624,-0.17407,2.3657,-9.7068
26_66,26,66,-0.8193600000000001,-0.55447,-0.088095,-0.11599999999999999,-0.0025480999999999998,-0.023925,0.13529000000000002,0.46102,2.6711,-9.7984
26_67,26,67,-0.81945,-0.55433,-0.088112,-0.11598,-2.6822e-05,-0.0037357,0.13892000000000002,0.29034,2.5681,-9.6416
26_68,26,68,-0.81955,-0.55418,-0.088128,-0.11599000000000001,-0.0095353,-0.01042,0.14103,0.36476,2.8291,-9.2557
26_69,26,69,-0.81966,-0.55401,-0.088128,-0.11603,-0.01602,-0.026448000000000003,0.1495,0.5422100000000001,2.8764,-9.3235
26_70,26,70,-0.81976,-0.55385,-0.088135,-0.11605,-0.017996,-0.026244,0.14787,0.55676,2.4912,-9.8863
26_71,26,71,-0.8198700000000001,-0.5537,-0.088147,-0.11605,-0.0014395,-0.010185,0.15165,1.1509,2.5695,-9.6457
26_72,26,72,-0.8199799999999999,-0.5535399999999999,-0.088149,-0.11605,-0.0029936,-0.022008,0.15279,0.7009,2.8251,-8.9859
26_73,26,73,-0.82009,-0.5533600000000001,-0.088134,-0.11607999999999999,-0.007596600000000001,-0.047927,0.16185,1.4037,2.8439,-9.1044
26_74,26,74,-0.8202,-0.55319,-0.088119,-0.11610999999999999,-0.017482,-0.048612,0.15832000000000002,0.97972,2.6174,-9.1605
26_75,26,75,-0.82031,-0.55303,-0.088113,-0.11614000000000001,-0.015125999999999999,-0.036958,0.14628,1.2846,2.6157,-9.2114
26_76,26,76,-0.8204100000000001,-0.55287,-0.088108,-0.11617000000000001,-0.019321,-0.039494,0.15317,1.1395,3.0104,-8.9602
26_77,26,77,-0.8205399999999999,-0.55269,-0.088064,-0.1162,-0.018075,-0.073634,0.15254,0.5507,2.3209,-9.3841
26_78,26,78,-0.82065,-0.55252,-0.088024,-0.11624000000000001,-0.009739399999999999,-0.066845,0.15292,1.0337,2.884,-9.3899
26_79,26,79,-0.82075,-0.5523600000000001,-0.088026,-0.11629,-0.031506,-0.040221,0.14872,0.47198,3.0512,-9.3841
26_80,26,80,-0.82085,-0.5522,-0.088025,-0.11634000000000001,-0.035838999999999996,-0.045508,0.1444,0.55967,2.6613,-9.7837
26_81,26,81,-0.8209799999999999,-0.552,-0.087978,-0.11639000000000001,-0.024419,-0.071014,0.15592999999999999,0.38156,2.7035,-9.8534
26_82,26,82,-0.82109,-0.55184,-0.087929,-0.11642999999999999,-0.0086918,-0.074361,0.14669000000000001,0.30191999999999997,2.9033,-9.8968
26_83,26,83,-0.82119,-0.5516800000000001,-0.087908,-0.11646,-0.01321,-0.049236,0.14425,0.31516,3.1686,-9.4348
26_84,26,84,-0.82129,-0.55153,-0.08789,-0.11650999999999999,-0.023687,-0.05351,0.14132,-0.2069,3.2178,-9.0657
26_85,26,85,-0.8214,-0.55135,-0.087873,-0.11657999999999999,-0.028774,-0.063425,0.14134000000000002,0.19109,3.0208,-9.3295
26_86,26,86,-0.8215,-0.5512,-0.087844,-0.11664000000000001,-0.027604000000000004,-0.06596,0.13823,-0.2414,3.2413,-9.3731
26_87,26,87,-0.8216,-0.55104,-0.087825,-0.11669000000000002,-0.02366,-0.053716,0.13664,-0.043463999999999996,3.5677,-9.3889
26_88,26,88,-0.8216899999999999,-0.5509,-0.087814,-0.11674000000000001,-0.028477999999999996,-0.049338,0.13323,-0.23575,3.5546,-9.4129
26_89,26,89,-0.8218,-0.55073,-0.087772,-0.11678,-0.016807,-0.054973,0.13427999999999998,-0.18302000000000002,3.8644,-8.9689
26_90,26,90,-0.8219,-0.5505800000000001,-0.087736,-0.11682000000000001,-0.009653,-0.060302,0.13080999999999998,-0.35155,3.8518,-8.8773
26_91,26,91,-0.82199,-0.5504399999999999,-0.08770700000000001,-0.11685999999999999,-0.01266,-0.055221000000000006,0.12652,-0.27382,3.8546,-8.9902
26_92,26,92,-0.8220799999999999,-0.5503,-0.087701,-0.11688,-0.013734,-0.033176,0.1326,-0.30285,4.1075,-8.8937
26_93,26,93,-0.82219,-0.55013,-0.087668,-0.11695,-0.016104,-0.046849,0.13722,-0.5855,4.2441,-8.8944
26_94,26,94,-0.8222799999999999,-0.54998,-0.087647,-0.11698,-0.011106999999999999,-0.047593,0.13485999999999998,-0.074213,4.2783,-9.4653
26_95,26,95,-0.82239,-0.54983,-0.087611,-0.11699999999999999,0.005312300000000001,-0.051235,0.14302,-0.66946,3.9064,-9.8343
26_96,26,96,-0.8225,-0.5496800000000001,-0.08757000000000001,-0.11699000000000001,0.019576,-0.047888,0.14274,-0.54109,3.8756,-9.7516
26_97,26,97,-0.8226,-0.54951,-0.087561,-0.11702,0.018144,-0.043789,0.15208,-0.69787,4.4169,-9.1551
26_98,26,98,-0.8227200000000001,-0.5493399999999999,-0.087537,-0.11703,0.0030309,-0.04338,0.15427000000000002,-0.9996200000000001,4.053,-9.2133
26_99,26,99,-0.82283,-0.5491699999999999,-0.087525,-0.11703,0.0069916,-0.030261,0.16161,-0.4116,3.8773,-9.4925
26_100,26,100,-0.82295,-0.5489999999999999,-0.0875,-0.11699999999999999,0.026062000000000002,-0.030093,0.16627999999999998,-0.80255,3.6488,-9.2857
26_101,26,101,-0.8230700000000001,-0.54884,-0.08743,-0.11699999999999999,0.042363,-0.03684,0.16343,-0.26668000000000003,3.5146,-9.035
26_102,26,102,-0.8232,-0.54866,-0.087398,-0.11697,0.032324,-0.033854,0.17247,-0.024269,3.6008,-8.6725
26_103,26,103,-0.82332,-0.54848,-0.087378,-0.11695,0.022738,-0.028463,0.16679000000000002,-0.15354,3.5102,-8.6825
26_104,26,104,-0.82344,-0.5483,-0.087366,-0.11694,0.0075802,-0.030989999999999997,0.17523,0.07872799999999999,3.1641,-9.2407
26_105,26,105,-0.82357,-0.5481199999999999,-0.08731799999999999,-0.11692000000000001,0.02366,-0.032723,0.16608,-0.16126,3.0344,-9.3734
26_106,26,106,-0.8237,-0.54794,-0.08729400000000001,-0.11689000000000001,0.02974,-0.027718,0.17127,0.094029,2.8282,-9.6191
26_107,26,107,-0.8238200000000001,-0.54777,-0.08726,-0.11685999999999999,0.031871,-0.035661,0.1687,0.013768,2.9765,-9.208
26_108,26,108,-0.82394,-0.5475899999999999,-0.087229,-0.11684000000000001,0.026345,-0.036532999999999996,0.16843,0.073825,2.7104,-9.3123
26_109,26,109,-0.8240700000000001,-0.5474,-0.08721799999999999,-0.11685999999999999,0.012501,-0.035414,0.16267,0.24568,2.5636,-9.4577
26_110,26,110,-0.8241799999999999,-0.54723,-0.08719400000000001,-0.11685999999999999,0.0081018,-0.03961,0.15750999999999998,0.39937,2.6101,-9.6057
26_111,26,111,-0.8243,-0.54707,-0.087172,-0.11685,0.014125,-0.034902999999999997,0.15818,0.34013000000000004,2.4509,-9.7621
26_112,26,112,-0.8244100000000001,-0.54691,-0.087135,-0.11685,0.019888999999999997,-0.043391000000000006,0.14818,0.57777,2.4518,-9.6829
26_113,26,113,-0.8245399999999999,-0.54672,-0.087092,-0.11682000000000001,0.032187,-0.037531999999999996,0.14727,0.44591000000000003,2.272,-9.4715
26_114,26,114,-0.82465,-0.54657,-0.08705399999999999,-0.11682000000000001,0.01844,-0.044847000000000005,0.14273,0.30115,2.5413,-9.1108
26_115,26,115,-0.82475,-0.5464100000000001,-0.087039,-0.11682999999999999,-0.0049606,-0.038171,0.14767,0.35517,2.463,-9.1651
26_116,26,116,-0.82485,-0.5462600000000001,-0.08702599999999999,-0.11684000000000001,-0.0010729000000000001,-0.033895999999999996,0.14338,0.058002,2.0319,-9.4355
26_117,26,117,-0.8249700000000001,-0.54609,-0.086979,-0.11682999999999999,0.0080705,-0.028247,0.14325,0.49748000000000003,2.3708,-9.3155
26_118,26,118,-0.8250700000000001,-0.54593,-0.08696,-0.11684000000000001,0.0033884999999999996,-0.036974,0.1432,0.4501,2.4423,-9.2099
26_119,26,119,-0.8251700000000001,-0.54578,-0.086937,-0.11685999999999999,-0.0044823,-0.045364999999999996,0.14389000000000002,0.63542,2.2593,-9.349
26_120,26,120,-0.8252799999999999,-0.54562,-0.086921,-0.11688,-0.013112,-0.04565,0.15034,0.82216,2.3778,-9.4096
26_121,26,121,-0.82539,-0.54545,-0.086893,-0.1169,-0.008657600000000001,-0.047228,0.14758,0.64335,2.0572,-9.6173
26_122,26,122,-0.8255,-0.5452899999999999,-0.086853,-0.11692000000000001,0.00075251,-0.05827,0.14558,0.68494,2.2566,-9.4975
26_123,26,123,-0.8256,-0.54513,-0.086822,-0.11695,-0.005801,-0.055727,0.14893,0.47723000000000004,2.5909,-9.0983
26_124,26,124,-0.82571,-0.54496,-0.086796,-0.11699000000000001,-0.012448,-0.054914,0.15198,0.51549,2.4392,-9.2413
26_125,26,125,-0.82583,-0.54478,-0.086765,-0.11703,-0.012001000000000001,-0.05885700000000001,0.1515,0.37077,2.2319,-9.3061
26_126,26,126,-0.8259299999999999,-0.54462,-0.086745,-0.11706,-0.016153,-0.052150999999999996,0.15345,0.5948899999999999,2.6015,-9.1493
26_127,26,127,-0.82604,-0.5444399999999999,-0.086725,-0.11710999999999999,-0.02535,-0.057672,0.15512,0.61805,2.5096,-9.2196
27_0,27,0,0.6214,-0.76945,-0.10966,0.098901,0.016578,0.032958,-0.22069,0.084483,2.1077,-8.7567
27_1,27,1,0.62162,-0.76927,-0.10964000000000002,0.098964,-0.017022,0.083755,-0.22075999999999998,0.1221,1.9534,-8.872
27_2,27,2,0.62185,-0.76907,-0.10962000000000001,0.099062,-0.039318,0.10217000000000001,-0.22338000000000002,0.2976,1.6679,-9.1341
27_3,27,3,0.6220600000000001,-0.7689,-0.10962000000000001,0.099109,-0.021373,0.062051,-0.21456,0.040081,1.1597,-9.8665
27_4,27,4,0.62227,-0.76874,-0.10958,0.09902799999999999,0.016481,0.027882,-0.21131,-0.12941,1.1754,-10.203
27_5,27,5,0.62249,-0.76857,-0.10953,0.099052,0.019489,0.071767,-0.21658000000000002,0.57331,1.7331,-9.6144
27_6,27,6,0.62271,-0.7683800000000001,-0.1095,0.099142,-0.023955,0.10452,-0.21703000000000003,-0.6512100000000001,1.8401,-8.7649
27_7,27,7,0.6229399999999999,-0.7681899999999999,-0.10953,0.099217,-0.056041999999999995,0.065421,-0.22930999999999999,0.36717,2.0397,-8.8302
27_8,27,8,0.62312,-0.76803,-0.10955,0.099261,-0.071743,0.058817999999999995,-0.21414,0.16764,1.681,-10.042
27_9,27,9,0.62335,-0.76783,-0.10958,0.099316,-0.039816000000000004,0.058785000000000004,-0.24018,-0.37947,1.7808,-10.674000000000001
27_10,27,10,0.62359,-0.76763,-0.10953,0.099374,-0.0020221,0.09249,-0.23469,0.79606,2.5382,-9.8092
27_11,27,11,0.62384,-0.7674300000000001,-0.10951,0.09941900000000001,-0.0084773,0.075637,-0.25045,-0.6655399999999999,2.2957,-8.8642
27_12,27,12,0.6240399999999999,-0.7672399999999999,-0.10960999999999999,0.099489,-0.043668,0.052711,-0.24906,1.1022,3.0389,-8.5339
27_13,27,13,0.6242800000000001,-0.76703,-0.10966,0.099575,-0.07697000000000001,0.061940999999999996,-0.24563000000000001,-0.63725,2.694,-9.3644
27_14,27,14,0.62454,-0.7668,-0.10970999999999999,0.09965399999999999,-0.066647,0.066979,-0.27016,-0.36837,2.4452,-10.390999999999998
27_15,27,15,0.62479,-0.76659,-0.10969000000000001,0.099721,-0.01951,0.090624,-0.25493000000000005,-0.30228,3.2832,-9.6477
27_16,27,16,0.6250399999999999,-0.76639,-0.10968,0.09972,-0.0054851000000000006,0.067089,-0.26716999999999996,-1.1328,3.5962,-8.8291
27_17,27,17,0.62529,-0.76618,-0.10968,0.099764,-0.022303,0.06412899999999999,-0.25724,-0.069481,3.9084,-8.6122
27_18,27,18,0.62554,-0.7659600000000001,-0.1097,0.099848,-0.048621,0.084107,-0.25493000000000005,-1.2139,3.3431,-8.9216
27_19,27,19,0.6258,-0.76574,-0.10969000000000001,0.099935,-0.035502,0.098762,-0.25567,-0.25926,3.6167,-9.1155
27_20,27,20,0.62603,-0.76555,-0.10966,0.099977,-0.020035,0.0939,-0.24297,-0.8577299999999999,3.8008,-8.9547
27_21,27,21,0.62627,-0.76535,-0.10965,0.10003,-0.019416,0.071484,-0.24236,-0.47473999999999994,4.3154,-9.3776
27_22,27,22,0.6265,-0.76515,-0.10962999999999999,0.10009,-0.015882,0.08956900000000001,-0.23483,-0.40201,3.5896,-9.9533
27_23,27,23,0.62674,-0.76495,-0.10958,0.10016,-0.0033602,0.10474000000000001,-0.23556,-0.19199000000000002,4.056,-9.6644
27_24,27,24,0.62697,-0.76475,-0.1096,0.10024,-0.016215,0.091824,-0.22419,0.018425999999999998,3.9084,-9.8109
27_25,27,25,0.6271899999999999,-0.76457,-0.10959,0.10026,-0.0058323,0.052476,-0.22025,-0.9318200000000001,3.8837,-9.8993
27_26,27,26,0.6274,-0.7644,-0.10955,0.10028,0.019455,0.06392,-0.21316,-0.009147,3.9231,-10.077
27_27,27,27,0.62762,-0.76423,-0.10947,0.10034,0.017419,0.10697999999999999,-0.20920999999999998,-1.0784,4.0429,-9.265
27_28,27,28,0.62785,-0.7640399999999999,-0.10943,0.1004,0.02078,0.10538,-0.20686,0.12924000000000002,3.8734,-8.6794
27_29,27,29,0.6280399999999999,-0.76388,-0.10937999999999999,0.10044,0.012724,0.081052,-0.19230999999999998,-0.73464,3.2069,-9.0312
27_30,27,30,0.62825,-0.76371,-0.10934,0.10046000000000001,0.011614,0.06166699999999999,-0.20269,0.13015,3.0299,-9.5847
27_31,27,31,0.62845,-0.76355,-0.10925,0.10052,0.025177,0.11548,-0.19697,0.59325,3.2094,-9.279
27_32,27,32,0.62867,-0.76337,-0.1092,0.10057,0.016162,0.10778,-0.21443,-0.19052,3.7386,-8.1616
27_33,27,33,0.62889,-0.7631899999999999,-0.10917,0.10062,-0.0038475000000000002,0.07709099999999999,-0.21711,1.5232,3.4743,-8.7866
27_34,27,34,0.6291100000000001,-0.7630100000000001,-0.10915,0.10066,-0.00045598,0.070247,-0.21544000000000002,0.14438,2.2909,-9.6609
27_35,27,35,0.62935,-0.76281,-0.10909,0.10067999999999999,0.025101,0.080305,-0.24133000000000002,1.341,2.7097,-9.5129
27_36,27,36,0.62954,-0.76266,-0.10898,0.10075,0.031789,0.10389000000000001,-0.23426999999999998,0.86711,2.983,-8.9121
27_37,27,37,0.6298,-0.76245,-0.10894000000000001,0.10076,0.021777,0.064377,-0.26063000000000003,0.21278000000000002,3.2104,-8.4856
27_38,27,38,0.63005,-0.7622399999999999,-0.10894000000000001,0.10079,-0.013259,0.056177,-0.25479,1.3354,3.2627,-9.5547
27_39,27,39,0.63032,-0.76202,-0.10892,0.10082999999999999,-0.0039667,0.08163200000000001,-0.26626,0.19972,2.3538,-10.857999999999999
27_40,27,40,0.63056,-0.7618199999999999,-0.10884,0.10082999999999999,0.021438,0.08957999999999999,-0.27465,0.97335,2.3668,-10.867
27_41,27,41,0.63084,-0.7616,-0.10877,0.10081,0.05583,0.06018300000000001,-0.27764,0.086764,2.8081,-9.6509
27_42,27,42,0.63113,-0.7613800000000001,-0.10872000000000001,0.10078,0.052739999999999995,0.050522000000000004,-0.28515999999999997,0.91059,3.2362,-8.8289
27_43,27,43,0.6314,-0.76115,-0.10869000000000001,0.1008,0.0082716,0.070374,-0.27658,0.31122,3.1484,-8.8657
27_44,27,44,0.63167,-0.76093,-0.10869000000000001,0.10086,-0.016455,0.078957,-0.28908,0.085125,2.2122,-9.232999999999999
27_45,27,45,0.63193,-0.76071,-0.10865999999999999,0.10088,0.0090525,0.062832,-0.26398,-0.058583,2.1482,-9.4559
27_46,27,46,0.63218,-0.7605,-0.10865,0.10086,0.021046000000000002,0.039749,-0.26063000000000003,-0.98941,2.8749,-9.6348
27_47,27,47,0.63244,-0.7602899999999999,-0.1086,0.10088,0.025657,0.072764,-0.25690999999999997,0.049152,2.4828,-9.9568
27_48,27,48,0.63271,-0.76008,-0.10855,0.1009,0.032273,0.091214,-0.25364000000000003,-1.1517,2.727,-8.4886
27_49,27,49,0.63295,-0.75988,-0.10852,0.10092000000000001,0.017436,0.0673,-0.24039000000000002,0.046054000000000005,2.9968,-8.0707
27_50,27,50,0.6331600000000001,-0.7597,-0.1085,0.10094,-0.00073463,0.053242,-0.21524000000000001,-0.72415,1.6905,-8.9843
27_51,27,51,0.63339,-0.75951,-0.10848,0.10097,0.00099093,0.065319,-0.23459000000000002,-0.52517,2.1899,-9.3538
27_52,27,52,0.63363,-0.75931,-0.10842,0.10103,-0.018981,0.10547999999999999,-0.22291,0.60226,3.27,-9.394
27_53,27,53,0.63384,-0.75913,-0.1084,0.10107000000000001,-0.0048235,0.06918300000000001,-0.21323000000000003,-1.3786,1.8054,-10.241
27_54,27,54,0.63405,-0.7589600000000001,-0.10837999999999999,0.10103999999999999,0.025968,0.025441,-0.21611999999999998,0.016538999999999998,2.3787,-10.449000000000002
27_55,27,55,0.63426,-0.75879,-0.10834,0.10105,0.026269,0.057362,-0.20471,-1.0467,2.2262,-10.016
27_56,27,56,0.6345,-0.75859,-0.1083,0.10111,0.018671,0.09854700000000001,-0.22434,-1.0366,1.7262,-9.6143
27_57,27,57,0.63472,-0.7584,-0.10824,0.10119,-0.0046178999999999994,0.11169000000000001,-0.21495,-0.38135,2.3961,-8.5462
27_58,27,58,0.63493,-0.75821,-0.10825,0.10126,-0.03829,0.06891599999999999,-0.22078000000000003,-0.68334,2.2259,-9.2011
27_59,27,59,0.63515,-0.75802,-0.10825,0.10131,-0.023013,0.070463,-0.22403,0.2494,1.7975,-10.383
27_60,27,60,0.63537,-0.7578600000000001,-0.10815999999999999,0.10131,0.0060961,0.098613,-0.23755,-0.74474,1.6592,-10.607999999999999
27_61,27,61,0.63563,-0.75764,-0.10808,0.10136,0.025745999999999998,0.11137000000000001,-0.25294,0.41158,1.8156,-9.6772
27_62,27,62,0.6358600000000001,-0.75745,-0.10803,0.10139,0.01678,0.08167,-0.23514000000000002,-0.62536,2.5362,-7.9475
